run,loss_normalization,grpo_step,rollout_answer_accuracy,rollout_format_accuracy,avg_response_token_length
batch_token_mean,batch_token_mean,29,0.5859375,0.92578125,316.16796875
batch_token_mean,batch_token_mean,30,0.5625,0.93359375,305.62890625
batch_token_mean,batch_token_mean,31,0.62109375,0.95703125,252.54296875
batch_token_mean,batch_token_mean,32,0.62890625,0.9453125,259.89453125
batch_token_mean,batch_token_mean,33,0.62109375,0.92578125,252.984375
batch_token_mean,batch_token_mean,34,0.60546875,0.92578125,278.09375
batch_token_mean,batch_token_mean,35,0.5234375,0.9453125,286.63671875
batch_token_mean,batch_token_mean,36,0.50390625,0.91796875,300.3515625
batch_token_mean,batch_token_mean,37,0.58984375,0.8828125,293.3828125
batch_token_mean,batch_token_mean,38,0.6328125,0.9140625,294.0625
batch_token_mean,batch_token_mean,39,0.64453125,0.9453125,233.71875
batch_token_mean,batch_token_mean,40,0.56640625,0.92578125,302.56640625
batch_token_mean,batch_token_mean,41,0.6484375,0.92578125,269.1171875
batch_token_mean,batch_token_mean,42,0.55078125,0.91796875,292.98046875
batch_token_mean,batch_token_mean,43,0.66796875,0.9453125,283.2109375
batch_token_mean,batch_token_mean,44,0.58984375,0.9609375,282.5625
batch_token_mean,batch_token_mean,45,0.54296875,0.93359375,316.42578125
batch_token_mean,batch_token_mean,46,0.5078125,0.921875,274.50390625
batch_token_mean,batch_token_mean,47,0.6015625,0.96875,221.62109375
batch_token_mean,batch_token_mean,48,0.55859375,0.88671875,374.26171875
batch_token_mean,batch_token_mean,49,0.5703125,0.9609375,306.62890625
batch_token_mean,batch_token_mean,50,0.7109375,0.94140625,275.85546875
batch_token_mean,batch_token_mean,51,0.66015625,0.9453125,285.4765625
batch_token_mean,batch_token_mean,52,0.75390625,0.953125,284.296875
batch_token_mean,batch_token_mean,53,0.7265625,0.9453125,309.48828125
batch_token_mean,batch_token_mean,54,0.59765625,0.96484375,249.546875
batch_token_mean,batch_token_mean,55,0.7890625,0.984375,290.6484375
batch_token_mean,batch_token_mean,56,0.61328125,0.91796875,337.37890625
batch_token_mean,batch_token_mean,57,0.734375,0.95703125,256.53515625
batch_token_mean,batch_token_mean,58,0.69140625,0.921875,321.20703125
batch_token_mean,batch_token_mean,59,0.70703125,0.97265625,318.41015625
batch_token_mean,batch_token_mean,60,0.53515625,0.94140625,355.75390625
batch_token_mean,batch_token_mean,61,0.765625,0.96875,337.703125
batch_token_mean,batch_token_mean,62,0.75,0.96875,327.90625
batch_token_mean,batch_token_mean,63,0.74609375,0.953125,299.42578125
batch_token_mean,batch_token_mean,64,0.58203125,0.91796875,361.34765625
batch_token_mean,batch_token_mean,65,0.7421875,0.93359375,340.3125
batch_token_mean,batch_token_mean,66,0.76953125,0.953125,345.00390625
batch_token_mean,batch_token_mean,67,0.6328125,0.921875,393.69921875
batch_token_mean,batch_token_mean,68,0.65625,0.96484375,345.05078125
batch_token_mean,batch_token_mean,69,0.78515625,0.9296875,361.58203125
batch_token_mean,batch_token_mean,70,0.67578125,0.953125,353.3984375
batch_token_mean,batch_token_mean,71,0.51953125,0.8984375,432.98046875
batch_token_mean,batch_token_mean,72,0.7265625,0.90625,341.59375
batch_token_mean,batch_token_mean,73,0.68359375,0.93359375,356.46875
batch_token_mean,batch_token_mean,74,0.69921875,0.94921875,370.80078125
batch_token_mean,batch_token_mean,75,0.8046875,0.96484375,377.41796875
batch_token_mean,batch_token_mean,76,0.734375,0.9375,351.484375
batch_token_mean,batch_token_mean,77,0.65234375,0.8984375,411.3046875
batch_token_mean,batch_token_mean,78,0.75390625,0.96875,340.95703125
batch_token_mean,batch_token_mean,79,0.71875,0.97265625,326.58984375
batch_token_mean,batch_token_mean,80,0.74609375,0.9765625,300.2890625
batch_token_mean,batch_token_mean,81,0.765625,0.953125,299.94921875
batch_token_mean,batch_token_mean,82,0.71875,0.96875,295.6484375
batch_token_mean,batch_token_mean,83,0.76953125,0.9609375,332.9609375
batch_token_mean,batch_token_mean,84,0.546875,0.91796875,406.0546875
batch_token_mean,batch_token_mean,85,0.64453125,0.96484375,339.703125
batch_token_mean,batch_token_mean,86,0.7265625,0.98046875,314.75390625
batch_token_mean,batch_token_mean,87,0.82421875,0.94140625,336.6875
batch_token_mean,batch_token_mean,88,0.73046875,0.93359375,386.66796875
batch_token_mean,batch_token_mean,89,0.7734375,0.9453125,350.76953125
batch_token_mean,batch_token_mean,90,0.890625,0.95703125,328.078125
batch_token_mean,batch_token_mean,91,0.640625,0.87890625,461.90234375
batch_token_mean,batch_token_mean,92,0.609375,0.8984375,461.33203125
batch_token_mean,batch_token_mean,93,0.77734375,0.9453125,403.71484375
batch_token_mean,batch_token_mean,94,0.7890625,0.91015625,421.47265625
batch_token_mean,batch_token_mean,95,0.79296875,0.88671875,426.4375
batch_token_mean,batch_token_mean,96,0.76171875,0.89453125,440.73828125
batch_token_mean,batch_token_mean,97,0.7421875,0.9296875,445.9296875
batch_token_mean,batch_token_mean,98,0.6875,0.8828125,444.99609375
batch_token_mean,batch_token_mean,99,0.7109375,0.890625,448.24609375
batch_token_mean,batch_token_mean,100,0.7578125,0.92578125,429.24609375
batch_token_mean,batch_token_mean,101,0.6171875,0.86328125,494.81640625
batch_token_mean,batch_token_mean,102,0.75390625,0.94921875,370.76953125
batch_token_mean,batch_token_mean,103,0.76171875,0.921875,395.37890625
batch_token_mean,batch_token_mean,104,0.78125,0.9140625,438.26953125
batch_token_mean,batch_token_mean,105,0.78125,0.9296875,429.67578125
batch_token_mean,batch_token_mean,106,0.76171875,0.8984375,458.578125
batch_token_mean,batch_token_mean,107,0.7578125,0.87890625,450.00390625
batch_token_mean,batch_token_mean,108,0.66015625,0.89453125,478.7734375
batch_token_mean,batch_token_mean,109,0.59375,0.8984375,464.1875
batch_token_mean,batch_token_mean,110,0.8125,0.95703125,448.56640625
batch_token_mean,batch_token_mean,111,0.55078125,0.86328125,551.6015625
batch_token_mean,batch_token_mean,112,0.7578125,0.90234375,473.11328125
batch_token_mean,batch_token_mean,113,0.76953125,0.984375,388.41015625
batch_token_mean,batch_token_mean,114,0.71484375,0.91796875,426.08203125
batch_token_mean,batch_token_mean,115,0.70703125,0.953125,397.515625
batch_token_mean,batch_token_mean,116,0.6484375,0.92578125,447.33203125
batch_token_mean,batch_token_mean,117,0.7421875,0.92578125,358.93359375
batch_token_mean,batch_token_mean,118,0.73828125,0.9609375,349.7265625
batch_token_mean,batch_token_mean,119,0.7890625,0.984375,360.9375
batch_token_mean,batch_token_mean,120,0.53125,0.98828125,334.78125
batch_token_mean,batch_token_mean,121,0.71484375,0.94921875,386.34375
batch_token_mean,batch_token_mean,122,0.46875,0.96484375,412.7421875
batch_token_mean,batch_token_mean,123,0.6875,0.9140625,403.94140625
batch_token_mean,batch_token_mean,124,0.83984375,0.98828125,303.8125
batch_token_mean,batch_token_mean,125,0.6796875,0.984375,330.734375
batch_token_mean,batch_token_mean,126,0.68359375,0.9765625,360.0625
batch_token_mean,batch_token_mean,127,0.7109375,0.9765625,354.25
batch_token_mean,batch_token_mean,128,0.72265625,0.97265625,390.0234375
batch_token_mean,batch_token_mean,129,0.7109375,0.97265625,364.97265625
batch_token_mean,batch_token_mean,130,0.71484375,0.95703125,376.25
batch_token_mean,batch_token_mean,131,0.671875,0.9375,360.4453125
batch_token_mean,batch_token_mean,132,0.703125,0.9296875,396.96875
batch_token_mean,batch_token_mean,133,0.69140625,0.94140625,390.37109375
batch_token_mean,batch_token_mean,134,0.67578125,0.96484375,408.15234375
batch_token_mean,batch_token_mean,135,0.75,0.921875,397.98046875
batch_token_mean,batch_token_mean,136,0.796875,0.98046875,409.75
batch_token_mean,batch_token_mean,137,0.71484375,0.9609375,365.37109375
batch_token_mean,batch_token_mean,138,0.8359375,0.96875,400.78515625
batch_token_mean,batch_token_mean,139,0.8046875,0.9921875,349.1015625
batch_token_mean,batch_token_mean,140,0.61328125,0.9375,460.3203125
batch_token_mean,batch_token_mean,141,0.72265625,0.9609375,379.9765625
batch_token_mean,batch_token_mean,142,0.70703125,0.93359375,387.16796875
batch_token_mean,batch_token_mean,143,0.8359375,0.9453125,334.8046875
batch_token_mean,batch_token_mean,144,0.640625,0.9609375,435.23828125
batch_token_mean,batch_token_mean,145,0.69921875,0.95703125,400.24609375
batch_token_mean,batch_token_mean,146,0.7109375,0.96484375,398.11328125
batch_token_mean,batch_token_mean,147,0.71484375,0.97265625,419.02734375
batch_token_mean,batch_token_mean,148,0.734375,0.9609375,432.8203125
batch_token_mean,batch_token_mean,149,0.6640625,0.9296875,438.29296875
batch_token_mean,batch_token_mean,150,0.6796875,0.9765625,421.30859375
batch_token_mean,batch_token_mean,151,0.671875,0.9609375,437.01171875
batch_token_mean,batch_token_mean,152,0.73828125,0.984375,428.24609375
batch_token_mean,batch_token_mean,153,0.83984375,0.97265625,381.22265625
batch_token_mean,batch_token_mean,154,0.75,0.96875,428.04296875
batch_token_mean,batch_token_mean,155,0.75390625,0.9921875,365.30078125
batch_token_mean,batch_token_mean,156,0.86328125,0.984375,367.78125
batch_token_mean,batch_token_mean,157,0.62890625,0.93359375,487.4296875
batch_token_mean,batch_token_mean,158,0.7578125,0.94921875,368.28515625
batch_token_mean,batch_token_mean,159,0.65625,0.92578125,502.58984375
batch_token_mean,batch_token_mean,160,0.50390625,0.890625,527.01171875
batch_token_mean,batch_token_mean,161,0.75,0.94140625,450.82421875
batch_token_mean,batch_token_mean,162,0.8046875,0.98828125,358.21875
batch_token_mean,batch_token_mean,163,0.7578125,0.875,443.28515625
batch_token_mean,batch_token_mean,164,0.640625,0.90234375,442.98828125
batch_token_mean,batch_token_mean,165,0.66796875,0.9765625,367.375
batch_token_mean,batch_token_mean,166,0.69140625,0.9609375,386.296875
batch_token_mean,batch_token_mean,167,0.6953125,0.984375,385.99609375
batch_token_mean,batch_token_mean,168,0.69921875,0.97265625,352.765625
batch_token_mean,batch_token_mean,169,0.7265625,0.9921875,375.71875
batch_token_mean,batch_token_mean,170,0.73046875,0.98828125,364.078125
batch_token_mean,batch_token_mean,171,0.80078125,0.98828125,363.80859375
batch_token_mean,batch_token_mean,172,0.76171875,0.99609375,336.15234375
batch_token_mean,batch_token_mean,173,0.69140625,0.98046875,394.7734375
batch_token_mean,batch_token_mean,174,0.67578125,0.97265625,385.5703125
batch_token_mean,batch_token_mean,175,0.65625,0.9765625,362.6171875
batch_token_mean,batch_token_mean,176,0.703125,0.9765625,355.8359375
batch_token_mean,batch_token_mean,177,0.59765625,0.91015625,423.375
batch_token_mean,batch_token_mean,178,0.71484375,0.93359375,409.08203125
batch_token_mean,batch_token_mean,179,0.7578125,0.98046875,332.44140625
batch_token_mean,batch_token_mean,180,0.78125,0.96875,389.4375
batch_token_mean,batch_token_mean,181,0.69921875,0.9375,438.52734375
batch_token_mean,batch_token_mean,182,0.78125,0.95703125,369.1875
batch_token_mean,batch_token_mean,183,0.81640625,0.9453125,356.75
batch_token_mean,batch_token_mean,184,0.70703125,0.91796875,377.703125
batch_token_mean,batch_token_mean,185,0.875,0.98828125,351.60546875
batch_token_mean,batch_token_mean,186,0.79296875,0.9453125,391.9765625
batch_token_mean,batch_token_mean,187,0.9140625,0.984375,362.59375
batch_token_mean,batch_token_mean,188,0.75390625,0.9296875,389.109375
batch_token_mean,batch_token_mean,189,0.82421875,0.9375,425.0859375
batch_token_mean,batch_token_mean,190,0.69921875,0.98046875,405.44921875
batch_token_mean,batch_token_mean,191,0.80078125,0.984375,405.859375
batch_token_mean,batch_token_mean,192,0.8828125,0.99609375,342.53515625
batch_token_mean,batch_token_mean,193,0.828125,0.98828125,345.40234375
batch_token_mean,batch_token_mean,194,0.69921875,0.95703125,371.15625
batch_token_mean,batch_token_mean,195,0.6484375,0.94921875,418.0859375
batch_token_mean,batch_token_mean,196,0.625,0.90625,469.046875
batch_token_mean,batch_token_mean,197,0.85546875,0.99609375,362.08203125
batch_token_mean,batch_token_mean,198,0.68359375,0.953125,428.11328125
batch_token_mean,batch_token_mean,199,0.62890625,0.91796875,441.12109375
batch_token_mean,batch_token_mean,200,0.78125,0.96875,375.27734375
