run,use_std_normalization,grpo_step,rollout_answer_accuracy,rollout_format_accuracy,avg_response_token_length
no_std_normalization,False,154,0.78125,0.96484375,352.7578125
no_std_normalization,False,155,0.71875,0.97265625,348.546875
no_std_normalization,False,156,0.8046875,0.98046875,285.8203125
no_std_normalization,False,157,0.62890625,0.93359375,405.49609375
no_std_normalization,False,158,0.78515625,0.9609375,340.73046875
no_std_normalization,False,159,0.62109375,0.90625,409.76171875
no_std_normalization,False,160,0.58203125,0.91796875,432.7578125
no_std_normalization,False,161,0.75390625,0.93359375,406.31640625
no_std_normalization,False,162,0.80859375,0.9765625,309.203125
no_std_normalization,False,163,0.80078125,0.90234375,384.06640625
no_std_normalization,False,164,0.65625,0.84765625,405.1953125
no_std_normalization,False,165,0.6640625,0.89453125,386.3984375
no_std_normalization,False,166,0.72265625,0.91796875,379.44140625
no_std_normalization,False,167,0.76953125,0.93359375,402.3671875
no_std_normalization,False,168,0.7109375,0.94921875,362.88671875
no_std_normalization,False,169,0.79296875,0.9765625,372.3359375
no_std_normalization,False,170,0.7578125,0.9296875,396.62109375
no_std_normalization,False,171,0.85546875,0.97265625,378.63671875
no_std_normalization,False,172,0.828125,0.9765625,369.3828125
no_std_normalization,False,173,0.69140625,0.94140625,399.1171875
no_std_normalization,False,174,0.7890625,0.9453125,419.4609375
no_std_normalization,False,175,0.734375,0.9375,409.78515625
no_std_normalization,False,176,0.73828125,0.94921875,389.91796875
no_std_normalization,False,177,0.69140625,0.9140625,420.59765625
no_std_normalization,False,178,0.734375,0.953125,403.84765625
no_std_normalization,False,179,0.74609375,0.97265625,335.33984375
no_std_normalization,False,180,0.8203125,0.9609375,402.9921875
no_std_normalization,False,181,0.7109375,0.94140625,405.8828125
no_std_normalization,False,182,0.83203125,0.97265625,372.8671875
no_std_normalization,False,183,0.875,0.9765625,356.69921875
no_std_normalization,False,184,0.765625,0.96484375,374.6484375
no_std_normalization,False,185,0.8984375,0.9765625,339.3125
no_std_normalization,False,186,0.8359375,0.95703125,393.953125
no_std_normalization,False,187,0.87109375,0.98046875,357.23046875
no_std_normalization,False,188,0.76953125,0.96875,395.296875
no_std_normalization,False,189,0.8359375,0.9609375,400.04296875
no_std_normalization,False,190,0.77734375,0.9609375,416.109375
no_std_normalization,False,191,0.8203125,0.953125,421.60546875
no_std_normalization,False,192,0.8984375,0.98046875,351.51953125
no_std_normalization,False,193,0.86328125,1.0,347.17578125
no_std_normalization,False,194,0.7578125,0.97265625,401.71484375
no_std_normalization,False,195,0.69140625,0.9453125,501.16015625
no_std_normalization,False,196,0.62890625,0.8671875,530.87109375
no_std_normalization,False,197,0.81640625,0.9375,423.10546875
no_std_normalization,False,198,0.703125,0.8984375,490.64453125
no_std_normalization,False,199,0.640625,0.88671875,495.28125
no_std_normalization,False,200,0.79296875,0.94140625,453.08984375
