run,grpo_step,optimizer_step,loss,grad_norm,token_entropy,reference_kl,kl_penalty,train_answer_accuracy,train_format_accuracy
grpo_sft256_step100_kl0p01_190,178,178,0.0016571386977375369,0.3125,0.07307147979736328,0.20853424072265625,0.002085655927658081,0.65234375,0.95703125
grpo_sft256_step100_kl0p01_190,179,179,0.002474748284839734,0.3125,0.07935190200805664,0.21799755096435547,0.002179771661758423,0.6640625,0.9453125
grpo_sft256_step100_kl0p01_190,180,180,-5.5010360938467784e-05,0.390625,0.0661764144897461,0.18301773071289062,0.001829683780670166,0.70703125,0.94921875
grpo_sft256_step100_kl0p01_190,181,181,0.0005182935015000112,0.43359375,0.07168006896972656,0.2008686065673828,0.002006322145462036,0.6171875,0.890625
grpo_sft256_step100_kl0p01_190,182,182,0.0026000177804235136,0.9921875,0.08248138427734375,0.2121906280517578,0.0021212249994277954,0.63671875,0.95703125
grpo_sft256_step100_kl0p01_190,183,183,6.0548007695615524e-05,0.310546875,0.06779956817626953,0.21966171264648438,0.002196401357650757,0.76171875,0.9765625
grpo_sft256_step100_kl0p01_190,184,184,0.0012457505165457405,0.400390625,0.07476425170898438,0.188690185546875,0.0018871426582336426,0.703125,0.9296875
grpo_sft256_step100_kl0p01_190,185,185,-0.002798085532958794,0.380859375,0.07337474822998047,0.2107410430908203,0.002106696367263794,0.7109375,0.9375
grpo_sft256_step100_kl0p01_190,186,186,0.000929907947920583,0.31640625,0.06221294403076172,0.212066650390625,0.0021215975284576416,0.68359375,0.94921875
grpo_sft256_step100_kl0p01_190,187,187,0.0005863764667992655,0.44921875,0.06726741790771484,0.20001983642578125,0.0020006000995635986,0.7421875,0.9609375
grpo_sft256_step100_kl0p01_190,188,188,0.002556322693635593,0.498046875,0.07441520690917969,0.21584701538085938,0.002158522605895996,0.66015625,0.9296875
grpo_sft256_step100_kl0p01_190,189,189,-0.0005953826985205524,0.5390625,0.07108592987060547,0.19820594787597656,0.001981765031814575,0.6171875,0.91796875
grpo_sft256_step100_kl0p01_190,190,190,0.003513743865369179,0.384765625,0.07670879364013672,0.20359420776367188,0.0020361244678497314,0.578125,0.91015625
